Year, Month, Interannual_Variation, Five_Month_Average
1962,1,-0.037,
1962,2,-0.003,
1982,2,-0.019,-0.015,
1982,3,0.054,-0.002,
1982,4,-0.022,0.013,
1982,5,0.036,0.019,
1982,6,0.015,0.014,
1982,7,0.010,0.040,
1982,8,0.032,0.050,
1982,9,0.105,0.082,
1982,10,0.085,0.103,
1982,11,0.177,0.135,
1982,12,0.114,0.142,
1983,1,0.194,0.141,
1983,2,0.140,0.122,
1983,3,0.080,0.113,
1983,4,0.079,0.102,
1983,5,0.072,0.101,
1983,6,0.137,0.109,
1983,7,0.138,0.122,
1983,8,0.118,0.127,
1983,9,0.144,0.104,
1983,10,0.097,0.078,
1983,11,0.024,0.056,
1983,12,0.004,0.026,
1984,1,0.011,0.019,
1984,2,-0.006,0.014,
1984,3,0.059,0.022,
1984,4,0.002,0.031,
1984,5,0.045,0.045,
1984,6,0.058,0.046,
1984,7,0.061,0.065,
1984,8,0.066,0.062,
1984,9,0.099,0.048,
1984,10,0.027,0.041,
1984,11,-0.010,0.028,
1984,12,0.023,-0.000,
1985,1,0.002,-0.013,
1985,2,-0.043,-0.009,
1985,3,-0.036,-0.018,
1985,4,0.011,-0.017,
1985,5,-0.023,-0.015,
1985,6,0.005,-0.015,
1985,7,-0.030,-0.017,
1985,8,-0.038,-0.013,
1985,9,0.003,-0.021,
1985,10,-0.003,-0.021,
1985,11,-0.034,-0.017,
1985,12,-0.035,-0.020,
1986,1,-0.016,-0.026,
1986,2,-0.010,-0.018,
1986,3,-0.032,-0.015,
1986,4,0.002,-0.017,
1986,5,-0.017,-0.018,
1986,6,-0.029,-0.020,
1986,7,-0.013,-0.029,
1986,8,-0.042,-0.021,
1986,9,-0.045,-0.006,
1986,10,0.021,0.006,
1986,11,0.051,0.014,
1986,12,0.044,0.032,
1987,1,0.001,0.029,
1987,2,0.041,0.016,
1987,3,0.006,0.020,
1987,4,-0.010,0.011,
1987,5,0.059,0.005,
1987,6,-0.041,0.002,
1987,7,0.009,0.006,
1987,8,-0.005,-0.007,
1987,9,0.009,0.010,
1987,10,-0.007,0.001,
1987,11,0.041,-0.009,
1987,12,-0.036,-0.010,
1988,1,-0.051,-0.004,
1988,2,0.002,-0.008,
1988,3,0.025,-0.008,
1988,4,0.020,-0.013,
1988,5,-0.038,-0.019,
1988,6,-0.071,-0.031,
1988,7,-0.031,-0.045,
1988,8,-0.032,-0.047,
1988,9,-0.054,-0.055,
1988,10,-0.044,-0.068,
1988,11,-0.114,-0.084,
1988,12,-0.097,-0.094,
1989,1,-0.109,-0.093,
1989,2,-0.108,-0.076,
1989,3,-0.039,-0.057,
1989,4,-0.026,-0.038,
1989,5,-0.003,-0.019,
1989,6,-0.017,-0.017,
1989,7,-0.009,-0.017,
1989,8,-0.029,-0.026,
1989,9,-0.027,-0.020,
1989,10,-0.047,-0.023,
1989,11,0.011,-0.021,
1989,12,-0.021,-0.026,
1990,1,-0.020,-0.025,
1990,2,-0.053,-0.024,
1990,3,-0.039,-0.027,
1990,4,0.016,-0.033,
1990,5,-0.036,-0.021,
1990,6,-0.051,-0.032,
1990,7,0.005,-0.056,
1990,8,-0.093,-0.060,
1990,9,-0.107,
1990,10,-0.053,
