Year, Month, Interannual_Variation, Five_Month_Average
1973,1,0.051,
1973,2,-0.032,
1983,4,0.053,0.154,
1983,5,0.044,0.119,
1983,6,0.081,0.085,
1983,7,0.152,0.081,
1983,8,0.095,0.070,
1983,9,0.032,0.094,
1983,10,-0.009,0.049,
1983,11,0.200,-0.002,
1983,12,-0.072,-0.000,
1984,1,-0.160,0.005,
1984,2,0.040,-0.028,
1984,3,0.015,0.000,
1984,4,0.036,0.027,
1984,5,0.070,0.006,
1984,6,-0.027,0.005,
1984,7,-0.064,0.003,
1984,8,0.009,0.002,
1984,9,0.026,0.047,
1984,10,0.067,0.040,
1984,11,0.197,0.001,
1984,12,-0.097,-0.043,
1985,1,-0.189,-0.084,
1985,2,-0.196,-0.133,
1985,3,-0.136,-0.121,
1985,4,-0.046,-0.090,
1985,5,-0.040,-0.056,
1985,6,-0.030,-0.035,
1985,7,-0.028,-0.025,
1985,8,-0.031,-0.018,
1985,9,0.004,-0.044,
1985,10,-0.003,-0.073,
1985,11,-0.162,-0.053,
1985,12,-0.170,-0.033,
1986,1,0.067,-0.023,
1986,2,0.103,-0.005,
1986,3,0.047,0.035,
1986,4,-0.071,0.026,
1986,5,0.029,0.002,
1986,6,0.022,-0.014,
1986,7,-0.016,-0.002,
1986,8,-0.034,-0.019,
1986,9,-0.012,-0.035,
1986,10,-0.053,-0.035,
1986,11,-0.060,-0.027,
1986,12,-0.018,-0.017,
1987,1,0.009,0.007,
1987,2,0.035,0.008,
1987,3,0.069,0.019,
1987,4,-0.053,0.007,
1987,5,0.035,0.010,
1987,6,-0.049,-0.013,
1987,7,0.050,-0.012,
1987,8,-0.047,-0.034,
1987,9,-0.048,-0.033,
1987,10,-0.077,-0.035,
1987,11,-0.041,-0.033,
1987,12,0.037,-0.060,
1988,1,-0.034,-0.064,
1988,2,-0.185,-0.054,
1988,3,-0.097,-0.047,
1988,4,0.011,-0.043,
1988,5,0.072,-0.016,
1988,6,-0.016,-0.011,
1988,7,-0.051,-0.031,
1988,8,-0.072,-0.062,
1988,9,-0.088,-0.042,
1988,10,-0.084,-0.064,
1988,11,0.086,-0.079,
1988,12,-0.163,-0.110,
1989,1,-0.147,-0.083,
1989,2,-0.242,-0.105,
1989,3,0.049,-0.075,
1989,4,-0.023,-0.044,
1989,5,-0.011,0.007,
1989,6,0.005,-0.010,
1989,7,0.016,-0.013,
1989,8,-0.035,-0.017,
1989,9,-0.040,-0.040,
1989,10,-0.029,-0.080,
1989,11,-0.112,-0.073,
1989,12,-0.184,-0.064,
1990,1,0.002,-0.078,
1990,2,0.003,-0.066,
1990,3,-0.101,-0.031,
1990,4,-0.048,-0.018,
1990,5,-0.011,-0.017,
1990,6,0.066,0.008,
1990,7,0.006,0.016,
1990,8,0.028,0.019,
1990,9,-0.007,0.008,
1990,10,0.001,-0.018,
1990,11,0.013,-0.052,
1990,12,-0.126,-0.045,
1991,1,-0.142,-0.044,
1991,2,0.028,-0.047,
1991,3,0.009,-0.029,
1991,4,-0.005,-0.015,
1991,5,-0.037,-0.030,
1991,6,-0.072,-0.019,
1991,7,-0.043,-0.028,
1991,8,0.064,-0.038,
1991,9,-0.050,-0.030,
1991,10,-0.088,-0.022,
1991,11,-0.034,-0.013,
1991,12,-0.005,0.032,
1992,1,0.111,0.052,
1992,2,0.174,0.081,
1992,3,0.015,0.074,
1992,4,0.110,0.052,
1992,5,-0.037,0.024,
1992,6,-0.003,0.021,
1992,7,0.033,-0.005,
1992,8,-0.000,0.009,
1992,9,-0.017,-0.005,
1992,10,0.031,-0.014,
1992,11,-0.074,-0.015,
1992,12,-0.008,-0.015,
1993,1,-0.006,-0.015,
1993,2,-0.016,0.039,
1993,3,0.026,0.084,
1993,4,0.201,0.108,
1993,5,0.216,0.121,
1993,6,0.113,0.120,
1993,7,0.048,0.070,
1993,8,0.021,0.018,
1993,9,-0.047,-0.046,
1993,10,-0.046,-0.055,
1993,11,-0.205,-0.069,
1993,12,0.001,-0.051,
1994,1,-0.049,-0.042,
1994,2,0.045,-0.000,
1994,3,-0.003,0.004,
1994,4,0.004,0.023,
1994,5,0.024,0.009,
1994,6,0.044,0.014,
1994,7,-0.022,0.014,
1994,8,0.021,0.011,
1994,9,0.003,0.009,
1994,10,0.008,0.045,
1994,11,0.035,0.082,
1994,12,0.159,0.088,
1995,1,0.207,0.116,
1995,2,0.030,0.114,
1995,3,0.150,0.082,
1995,4,0.023,0.045,
1995,5,-0.000,0.052,
1995,6,0.022,0.029,
1995,7,0.066,0.034,
1995,8,0.032,0.036,
1995,9,0.051,0.039,
1995,10,0.009,0.055,
1995,11,0.038,0.053,
1995,12,0.147,0.069,
1996,1,0.020,0.051,
1996,2,0.134,0.078,
1996,3,-0.085,0.050,
1996,4,0.172,0.033,
1996,5,0.010,0.005,
1996,6,-0.064,0.017,
1996,7,-0.008,-0.018,
1996,8,-0.023,-0.014,
1996,9,-0.005,-0.014,
1996,10,0.029,0.016,
1996,11,-0.066,0.036,
1996,12,0.145,0.024,
1997,1,0.074,0.034,
1997,2,-0.061,0.048,
1997,3,0.080,0.040,
1997,4,0.000,0.060,
1997,5,0.106,0.086,
1997,6,0.173,0.101,
1997,7,0.069,0.142,
1997,8,0.154,0.163,
1997,9,0.208,0.170,
1997,10,0.209,0.179,
1997,11,0.210,0.213,
1997,12,0.112,0.249,
1998,1,0.328,0.215,
1998,2,0.386,0.172,
1998,3,0.036,0.166,
1998,4,-0.002,0.106,
1998,5,0.082,0.036,
1998,6,0.028,0.021,
1998,7,0.035,0.014,
1998,8,-0.039,-0.005,
1998,9,-0.035,0.030,
1998,10,-0.012,0.023,
1998,11,0.200,0.032,
1998,12,0.001,0.095,
1999,1,0.008,0.127,
1999,2,0.280,0.064,
1999,3,0.149,0.054,
1999,4,-0.116,0.052,
1999,5,-0.051,-0.009,
1999,6,-0.001,-0.041,
1999,7,-0.028,-0.041,
1999,8,-0.009,-0.053,
1999,9,-0.117,-0.041,
1999,10,-0.109,-0.047,
1999,11,0.056,-0.053,
1999,12,-0.059,-0.015,
2000,1,-0.039,-0.006,
2000,2,0.073,-0.027,
2000,3,-0.063,-0.001,
2000,4,-0.046,0.011,
2000,5,0.072,-0.002,
2000,6,0.021,0.002,
2000,7,0.005,0.008,
2000,8,-0.041,-0.004,
2000,9,-0.019,-0.039,
2000,10,0.012,-0.066,
2000,11,-0.151,-0.071,
2000,12,-0.131,-0.092,
2001,1,-0.065,-0.109,
2001,2,-0.125,-0.085,
2001,3,-0.075,-0.068,
2001,4,-0.028,-0.064,
2001,5,-0.046,-0.051,
2001,6,-0.046,-0.032,
2001,7,-0.060,-0.032,
2001,8,0.022,-0.033,
2001,9,-0.031,-0.007,
2001,10,-0.048,0.025,
2001,11,0.083,0.024,
2001,12,0.096,0.019,
2002,1,0.021,0.011,
2002,2,-0.060,-0.022,
2002,3,-0.084,-0.057,
2002,4,-0.085,-0.065,
2002,5,-0.077,-0.061,
2002,6,-0.019,-0.057,
2002,7,-0.038,-0.047,
2002,8,-0.064,-0.062,
2002,9,-0.039,-0.055,
2002,10,-0.150,-0.001,
2002,11,0.019,0.030,
2002,12,0.227,0.017,
2003,1,0.095,0.060,
2003,2,-0.104,0.087,
2003,3,0.064,0.041,
2003,4,0.152,0.016,
2003,5,-0.003,0.035,
2003,6,-0.029,0.029,
2003,7,-0.010,-0.008,
2003,8,0.036,0.013,
2003,9,-0.032,0.016,
2003,10,0.099,0.045,
2003,11,-0.012,0.049,
2003,12,0.137,0.069,
2004,1,0.055,0.040,
2004,2,0.068,0.038,
2004,3,-0.049,0.020,
2004,4,-0.018,0.015,
2004,5,0.042,0.008,
2004,6,0.031,0.031,
2004,7,0.035,0.048,
2004,8,0.068,0.050,
2004,9,0.066,0.019,
2004,10,0.049,0.003,
2004,11,-0.123,-0.007,
2004,12,-0.045,-0.041,
2005,1,0.016,-0.042,
2005,2,-0.101,-0.002,
2005,3,0.042,0.041,
2005,4,0.079,0.050,
2005,5,0.171,0.078,
2005,6,0.058,0.067,
2005,7,0.041,0.035,
2005,8,-0.017,0.013,
2005,9,-0.077,-0.011,
2005,10,0.060,-0.014,
2005,11,-0.062,0.032,
2005,12,0.025,0.025,
2006,1,0.212,0.037,
2006,2,-0.111,0.072,
2006,3,0.118,0.063,
2006,4,0.117,0.024,
2006,5,-0.020,0.046,
2006,6,0.014,0.016,
2006,7,0.000,-0.018,
2006,8,-0.032,-0.035,
2006,9,-0.049,-0.009,
2006,10,-0.108,0.001,
2006,11,0.144,-0.018,
2006,12,0.052,-0.009,
2007,1,-0.128,-0.008,
2007,2,-0.003,-0.038,
2007,3,-0.105,-0.070,
2007,4,-0.004,-0.053,
2007,5,-0.111,-0.051,
2007,6,-0.042,-0.031,
2007,7,0.008,-0.042,
2007,8,-0.007,-0.011,
2007,9,-0.056,-0.027,
2007,10,0.044,-0.021,
2007,11,-0.124,-0.013,
2007,12,0.039,-0.007,
2008,1,0.032,-0.035,
2008,2,-0.028,-0.026,
2008,3,-0.094,-0.045,
2008,4,-0.079,-0.059,
2008,5,-0.054,-0.049,
2008,6,-0.041,-0.010,
2008,7,0.021,-0.004,
2008,8,0.104,-0.011,
2008,9,-0.050,-0.007,
2008,10,-0.087,-0.028,
2008,11,-0.024,-0.087,
2008,12,-0.084,-0.095,
2009,1,-0.189,-0.093,
2009,2,-0.091,-0.112,
2009,3,-0.079,-0.093,
2009,4,-0.119,-0.043,
2009,5,0.014,-0.021,
2009,6,0.059,0.004,
2009,7,0.021,0.038,
2009,8,0.045,0.045,
2009,9,0.053,0.061,
2009,10,0.049,0.050,
2009,11,0.134,
2009,12,-0.034,
2010,2,0.064,
2010,3,0.039,
2010,4,0.101,0.032,
2010,5,-0.020,0.003,
2010,6,-0.023,-0.016,
2010,7,-0.080,-0.042,
2010,8,-0.059,-0.038,
2010,9,-0.027,-0.043,
2010,10,-0.000,-0.008,
2010,11,-0.049,-0.018,
2010,12,0.095,-0.035,
2011,1,-0.107,-0.000,
2011,2,-0.113,0.014,
2011,3,0.171,-0.003,
2011,4,0.021,0.020,
2011,5,0.013,0.041,
2011,6,0.007,-0.006,
2011,7,-0.009,-0.016,
2011,8,-0.064,-0.024,
2011,9,-0.026,-0.031,
2011,10,-0.029,-0.083,
2011,11,-0.026,-0.080,
2011,12,-0.267,-0.093,
2012,1,-0.050,-0.067,
2012,2,-0.093,-0.040,
2012,3,0.101,0.003,
2012,4,0.109,0.020,
2012,5,-0.052,0.039,
2012,6,0.034,0.014,
2012,7,0.002,-0.024,
2012,8,-0.021,-0.014,
2012,9,-0.085,-0.009,
2012,10,0.001,0.020,
2012,11,0.056,-0.016,
2012,12,0.146,-0.036,
2013,1,-0.200,-0.072,
2013,2,-0.183,-0.105,
2013,3,-0.177,-0.146,
2013,4,-0.113,-0.107,
2013,5,-0.057,-0.084,
2013,6,-0.007,-0.047,
2013,7,-0.065,-0.002,
2013,8,0.005,-0.009,
2013,9,0.114,-0.038,
2013,10,-0.092,-0.082,
2013,11,-0.154,-0.116,
2013,12,-0.285,-0.150,
2014,1,-0.161,-0.124,
2014,2,-0.057,-0.080,
2014,3,0.037,-0.008,
2014,4,0.068,0.019,
2014,5,0.071,0.038,
2014,6,-0.025,0.030,
2014,7,0.041,0.033,
2014,8,-0.004,
2014,9,0.081,
2015,3,-0.083,
2015,4,-0.060,
2015,5,-0.067,-0.041,
2015,6,-0.070,-0.016,
2015,7,0.075,0.004,
2015,8,0.041,0.031,
2015,9,0.039,0.035,
2015,10,0.072,0.062,
2015,11,-0.050,0.078,
2015,12,0.208,0.072,
2016,1,0.122,0.090,
2016,2,0.007,0.091,
2016,3,0.161,0.029,
2016,4,-0.044,-0.010,
2016,5,-0.102,-0.021,
2016,6,-0.072,-0.057,
2016,7,-0.047,-0.057,
2016,8,-0.021,0.008,
2016,9,-0.042,0.066,
2016,10,0.219,0.057,
2016,11,0.218,0.058,
2016,12,-0.091,0.085,
2017,1,-0.014,0.056,
2017,2,0.095,0.038,
2017,3,0.072,0.056,
2017,4,0.129,0.068,
2017,5,-0.004,0.039,
2017,6,0.049,0.025,
2017,7,-0.052,0.001,
2017,8,0.004,-0.011,
2017,9,0.007,-0.003,
2017,10,-0.063,-0.029,
2017,11,0.088,-0.017,
2017,12,-0.181,-0.058,
2018,1,0.061,-0.051,
2018,2,-0.195,-0.060,
2018,3,-0.027,-0.031,
2018,4,0.045,-0.046,
2018,5,-0.037,-0.011,
2018,6,-0.014,-0.005,
2018,7,-0.024,-0.020,
2018,8,0.005,-0.008,
2018,9,-0.029,-0.021,
2018,10,0.022,-0.003,
2018,11,-0.078,0.005,
2018,12,0.067,0.015,
2019,1,0.042,-0.002,
2019,2,0.020,0.023,
2019,3,-0.064,0.019,
2019,4,0.051,-0.006,
2019,5,0.045,-0.004,
2019,6,-0.081,0.011,
2019,7,0.030,0.018,
2019,8,0.010,-0.003,
2019,9,0.088,-0.017,
2019,10,-0.061,-0.017,
2019,11,-0.154,0.011,
2019,12,0.032,-0.029,
2020,1,0.153,-0.038,
2020,2,-0.116,-0.023,
2020,3,-0.106,-0.011,
2020,4,-0.080,-0.038,
2020,5,0.092,-0.012,
2020,6,0.022,0.007,
2020,7,0.010,0.031,
2020,8,-0.011,0.000,
2020,9,0.044,-0.007,
2020,10,-0.063,-0.014,
2020,11,-0.015,0.006,
2020,12,-0.023,-0.018,
2021,1,0.088,-0.023,
2021,2,-0.077,-0.049,
2021,3,-0.090,-0.063,
2021,4,-0.145,-0.070,
2021,5,-0.089,-0.059,
2021,6,0.049,-0.041,
2021,7,-0.018,-0.011,
2021,8,-0.003,0.030,
2021,9,0.008,0.028,
2021,10,0.116,0.047,
2021,11,0.037,0.042,
2021,12,0.076,-0.009,
2022,1,-0.028,-0.048,
2022,2,-0.247,-0.054,
2022,3,-0.077,-0.058,
2022,4,0.006,-0.032,
2022,5,0.056,0.022,
2022,6,0.101,0.044,
2022,7,0.027,0.044,
2022,8,0.032,0.022,
2022,9,0.004,
2022,10,-0.056,
