"year","month","ssh","site","id"
1931,3,-0.073,"Astoria","1931_3"
1931,4,0,"Astoria","1931_4"
1931,5,-0.045,"Astoria","1931_5"
1931,6,0.04,"Astoria","1931_6"
1931,7,-0.037,"Astoria","1931_7"
1931,8,-0.058,"Astoria","1931_8"
1931,9,0.022,"Astoria","1931_9"
1931,10,-0.031,"Astoria","1931_10"
1931,11,-0.083,"Astoria","1931_11"
1931,12,0.03,"Astoria","1931_12"
1932,1,-0.062,"Astoria","1932_1"
1932,2,-0.104,"Astoria","1932_2"
1932,3,0.04,"Astoria","1932_3"
1932,4,0.159,"Astoria","1932_4"
1932,5,0.113,"Astoria","1932_5"
1932,6,0.055,"Astoria","1932_6"
1932,7,0.091,"Astoria","1932_7"
1932,8,0.021,"Astoria","1932_8"
1932,9,-0.078,"Astoria","1932_9"
1932,10,-0.058,"Astoria","1932_10"
1932,11,0.045,"Astoria","1932_11"
1932,12,-0.04,"Astoria","1932_12"
1933,1,0.054,"Astoria","1933_1"
1933,2,-0.128,"Astoria","1933_2"
1933,3,0.031,"Astoria","1933_3"
1933,4,-0.106,"Astoria","1933_4"
1933,5,0.116,"Astoria","1933_5"
1933,6,0.177,"Astoria","1933_6"
1933,7,0.094,"Astoria","1933_7"
1933,8,0.04,"Astoria","1933_8"
1933,9,0.101,"Astoria","1933_9"
1933,10,-0.049,"Astoria","1933_10"
1933,11,-0.141,"Astoria","1933_11"
1933,12,0.283,"Astoria","1933_12"
1934,1,0.106,"Astoria","1934_1"
1934,2,-0.018,"Astoria","1934_2"
1934,3,-0.014,"Astoria","1934_3"
1934,4,0.046,"Astoria","1934_4"
1934,5,0.162,"Astoria","1934_5"
1934,6,0.013,"Astoria","1934_6"
1934,7,0.018,"Astoria","1934_7"
1934,8,0.004,"Astoria","1934_8"
1934,9,-0.024,"Astoria","1934_9"
1934,10,0.033,"Astoria","1934_10"
1934,11,0.185,"Astoria","1934_11"
1934,12,0.005,"Astoria","1934_12"
1935,1,0.08,"Astoria","1935_1"
1935,2,-0.02,"Astoria","1935_2"
1935,3,0.044,"Astoria","1935_3"
1935,4,-0.018,"Astoria","1935_4"
1935,5,-0.076,"Astoria","1935_5"
1935,6,0.065,"Astoria","1935_6"
1935,7,0.055,"Astoria","1935_7"
1935,8,0.01,"Astoria","1935_8"
1935,9,-0.014,"Astoria","1935_9"
1935,10,-0.068,"Astoria","1935_10"
1935,11,-0.211,"Astoria","1935_11"
1935,12,-0.095,"Astoria","1935_12"
1936,1,0.064,"Astoria","1936_1"
1936,2,-0.051,"Astoria","1936_2"
1936,3,-0.109,"Astoria","1936_3"
1936,4,-0.067,"Astoria","1936_4"
1936,5,0.171,"Astoria","1936_5"
1936,6,0.194,"Astoria","1936_6"
1936,7,0.055,"Astoria","1936_7"
1936,8,-0.011,"Astoria","1936_8"
1936,9,-0.066,"Astoria","1936_9"
1936,10,-0.11,"Astoria","1936_10"
1936,11,-0.239,"Astoria","1936_11"
1936,12,-0.125,"Astoria","1936_12"
1937,1,-0.268,"Astoria","1937_1"
1937,2,-0.002,"Astoria","1937_2"
1937,3,-0.041,"Astoria","1937_3"
1937,4,0.047,"Astoria","1937_4"
1937,5,0.02,"Astoria","1937_5"
1937,6,0.108,"Astoria","1937_6"
1937,7,0.015,"Astoria","1937_7"
1937,8,-0.008,"Astoria","1937_8"
1937,9,-0.038,"Astoria","1937_9"
1937,10,0.004,"Astoria","1937_10"
1937,11,0.136,"Astoria","1937_11"
1937,12,0.058,"Astoria","1937_12"
1938,1,-0.024,"Astoria","1938_1"
1938,2,0.068,"Astoria","1938_2"
1938,3,0.123,"Astoria","1938_3"
1938,4,0.035,"Astoria","1938_4"
1938,5,0.008,"Astoria","1938_5"
1938,6,0.008,"Astoria","1938_6"
1938,7,0.061,"Astoria","1938_7"
1938,8,-0.069,"Astoria","1938_8"
1938,9,-0.041,"Astoria","1938_9"
1938,10,-0.015,"Astoria","1938_10"
1938,11,-0.14,"Astoria","1938_11"
1938,12,-0.143,"Astoria","1938_12"
1939,1,-0.076,"Astoria","1939_1"
1939,2,-0.133,"Astoria","1939_2"
1939,3,-0.124,"Astoria","1939_3"
1939,4,-0.105,"Astoria","1939_4"
1939,5,0.023,"Astoria","1939_5"
1939,6,-0.044,"Astoria","1939_6"
1939,7,0.003,"Astoria","1939_7"
1939,8,0.011,"Astoria","1939_8"
1939,9,-0.01,"Astoria","1939_9"
1939,10,-0.054,"Astoria","1939_10"
1939,11,-0.088,"Astoria","1939_11"
1939,12,0.037,"Astoria","1939_12"
1940,1,-0.039,"Astoria","1940_1"
1940,2,0.147,"Astoria","1940_2"
1940,3,0.062,"Astoria","1940_3"
1940,4,0.001,"Astoria","1940_4"
1940,5,0.008,"Astoria","1940_5"
1940,6,-0.084,"Astoria","1940_6"
1940,7,-0.003,"Astoria","1940_7"
1940,8,-0.01,"Astoria","1940_8"
1940,9,0.063,"Astoria","1940_9"
1940,10,0.089,"Astoria","1940_10"
1940,11,-0.04,"Astoria","1940_11"
1940,12,0.061,"Astoria","1940_12"
1941,1,0.053,"Astoria","1941_1"
1941,2,0.045,"Astoria","1941_2"
1941,3,0.033,"Astoria","1941_3"
1941,4,-0.002,"Astoria","1941_4"
1941,5,0.075,"Astoria","1941_5"
1941,6,-0.014,"Astoria","1941_6"
1941,7,-0.042,"Astoria","1941_7"
1941,8,0.002,"Astoria","1941_8"
1941,9,0.075,"Astoria","1941_9"
1941,10,0.037,"Astoria","1941_10"
1941,11,0.058,"Astoria","1941_11"
1941,12,0.189,"Astoria","1941_12"
1942,1,-0.084,"Astoria","1942_1"
1942,2,-0.028,"Astoria","1942_2"
1942,3,-0.123,"Astoria","1942_3"
1942,4,0.096,"Astoria","1942_4"
1942,5,0.056,"Astoria","1942_5"
1942,6,0.042,"Astoria","1942_6"
1942,7,0.108,"Astoria","1942_7"
1942,8,0.008,"Astoria","1942_8"
1942,9,-0.056,"Astoria","1942_9"
1942,10,-0.063,"Astoria","1942_10"
1942,11,0.04,"Astoria","1942_11"
1942,12,0.032,"Astoria","1942_12"
1943,1,-0.053,"Astoria","1943_1"
1943,2,-0.001,"Astoria","1943_2"
1943,3,-0.065,"Astoria","1943_3"
1943,4,0.17,"Astoria","1943_4"
1943,5,-0.031,"Astoria","1943_5"
1943,6,0.091,"Astoria","1943_6"
1943,7,0.099,"Astoria","1943_7"
1943,8,0.026,"Astoria","1943_8"
1943,9,-0.043,"Astoria","1943_9"
1943,10,0.047,"Astoria","1943_10"
1943,11,-0.085,"Astoria","1943_11"
1943,12,-0.182,"Astoria","1943_12"
1944,1,-0.114,"Astoria","1944_1"
1944,2,-0.129,"Astoria","1944_2"
1944,3,-0.193,"Astoria","1944_3"
1944,4,-0.056,"Astoria","1944_4"
1944,5,-0.11,"Astoria","1944_5"
1944,6,-0.052,"Astoria","1944_6"
1944,7,-0.081,"Astoria","1944_7"
1944,8,-0.062,"Astoria","1944_8"
1944,9,-0.031,"Astoria","1944_9"
1944,10,-0.047,"Astoria","1944_10"
1944,11,-0.014,"Astoria","1944_11"
1944,12,-0.203,"Astoria","1944_12"
1945,1,-0.102,"Astoria","1945_1"
1945,2,-0.071,"Astoria","1945_2"
1945,3,-0.004,"Astoria","1945_3"
1945,4,-0.177,"Astoria","1945_4"
1945,5,0.03,"Astoria","1945_5"
1945,6,-0.037,"Astoria","1945_6"
1945,7,-0.02,"Astoria","1945_7"
1946,10,-0.047,"Astoria","1946_10"
1946,11,-0.042,"Astoria","1946_11"
1946,12,0.014,"Astoria","1946_12"
1947,1,-0.141,"Astoria","1947_1"
1947,2,-0.059,"Astoria","1947_2"
1947,3,-0.036,"Astoria","1947_3"
1947,4,-0.052,"Astoria","1947_4"
1947,5,0.006,"Astoria","1947_5"
1947,6,0.097,"Astoria","1947_6"
1947,7,0.047,"Astoria","1947_7"
1947,8,-0.016,"Astoria","1947_8"
1947,9,-0.079,"Astoria","1947_9"
1947,10,0.151,"Astoria","1947_10"
1947,11,-0.051,"Astoria","1947_11"
1947,12,-0.029,"Astoria","1947_12"
1948,1,-0.025,"Astoria","1948_1"
1948,2,-0.015,"Astoria","1948_2"
1948,3,-0.046,"Astoria","1948_3"
1948,4,0.112,"Astoria","1948_4"
1948,5,0.155,"Astoria","1948_5"
1948,6,0.338,"Astoria","1948_6"
1948,7,0.243,"Astoria","1948_7"
1948,8,0.207,"Astoria","1948_8"
1948,9,0.198,"Astoria","1948_9"
1948,10,0.102,"Astoria","1948_10"
1948,11,0.108,"Astoria","1948_11"
1948,12,0.187,"Astoria","1948_12"
1949,1,-0.132,"Astoria","1949_1"
1949,2,0.296,"Astoria","1949_2"
1949,3,0.232,"Astoria","1949_3"
1949,4,0.159,"Astoria","1949_4"
1949,5,0.298,"Astoria","1949_5"
1949,6,0.004,"Astoria","1949_6"
1949,7,-0.071,"Astoria","1949_7"
1949,8,0,"Astoria","1949_8"
1949,9,-0.033,"Astoria","1949_9"
1949,10,-0.16,"Astoria","1949_10"
1949,11,-0.032,"Astoria","1949_11"
1949,12,-0.071,"Astoria","1949_12"
1950,1,-0.019,"Astoria","1950_1"
1950,2,-0.015,"Astoria","1950_2"
1950,3,0.067,"Astoria","1950_3"
1950,4,-0.012,"Astoria","1950_4"
1950,5,-0.07,"Astoria","1950_5"
1950,6,0.11,"Astoria","1950_6"
1950,7,0.146,"Astoria","1950_7"
1950,8,0.015,"Astoria","1950_8"
1950,9,-0.033,"Astoria","1950_9"
1950,10,0.14,"Astoria","1950_10"
1950,11,0.103,"Astoria","1950_11"
1950,12,0.109,"Astoria","1950_12"
1951,1,0.088,"Astoria","1951_1"
1951,2,0.073,"Astoria","1951_2"
1951,3,-0.027,"Astoria","1951_3"
1951,4,-0.048,"Astoria","1951_4"
1951,5,0.083,"Astoria","1951_5"
1951,6,0.028,"Astoria","1951_6"
1951,7,0.091,"Astoria","1951_7"
1951,8,-0.006,"Astoria","1951_8"
1951,9,0.019,"Astoria","1951_9"
1951,10,0.1,"Astoria","1951_10"
1951,11,0.075,"Astoria","1951_11"
1951,12,0.054,"Astoria","1951_12"
1952,1,0.076,"Astoria","1952_1"
1952,2,0.015,"Astoria","1952_2"
1952,3,-0.006,"Astoria","1952_3"
1952,4,-0.015,"Astoria","1952_4"
1952,5,0.013,"Astoria","1952_5"
1952,6,0.016,"Astoria","1952_6"
1952,7,-0.007,"Astoria","1952_7"
1952,8,-0.008,"Astoria","1952_8"
1952,9,-0.042,"Astoria","1952_9"
1952,10,-0.11,"Astoria","1952_10"
1952,11,-0.12,"Astoria","1952_11"
1952,12,0.057,"Astoria","1952_12"
1953,1,0.268,"Astoria","1953_1"
1953,2,-0.07,"Astoria","1953_2"
1953,3,-0.045,"Astoria","1953_3"
1953,4,-0.058,"Astoria","1953_4"
1953,5,0.019,"Astoria","1953_5"
1953,6,0.065,"Astoria","1953_6"
1953,7,0.021,"Astoria","1953_7"
1953,8,0.022,"Astoria","1953_8"
1953,9,0.001,"Astoria","1953_9"
1953,10,-0.025,"Astoria","1953_10"
1953,11,0.121,"Astoria","1953_11"
1953,12,-0.001,"Astoria","1953_12"
1954,1,0.141,"Astoria","1954_1"
1954,2,0.071,"Astoria","1954_2"
1954,3,-0.048,"Astoria","1954_3"
1954,4,-0.061,"Astoria","1954_4"
1954,5,-0.03,"Astoria","1954_5"
1954,6,0.138,"Astoria","1954_6"
1954,7,0.104,"Astoria","1954_7"
1954,8,0.028,"Astoria","1954_8"
1954,9,0.04,"Astoria","1954_9"
1954,10,-0.001,"Astoria","1954_10"
1954,11,0.033,"Astoria","1954_11"
1954,12,-0.019,"Astoria","1954_12"
1955,1,-0.106,"Astoria","1955_1"
1955,2,-0.155,"Astoria","1955_2"
1955,3,-0.139,"Astoria","1955_3"
1955,4,0.016,"Astoria","1955_4"
1955,5,-0.149,"Astoria","1955_5"
1955,6,0.014,"Astoria","1955_6"
1955,7,0.101,"Astoria","1955_7"
1955,8,-0.069,"Astoria","1955_8"
1955,9,-0.071,"Astoria","1955_9"
1955,10,0.003,"Astoria","1955_10"
1955,11,0.023,"Astoria","1955_11"
1955,12,0.168,"Astoria","1955_12"
1956,1,0.214,"Astoria","1956_1"
1956,2,-0.097,"Astoria","1956_2"
1956,3,0.023,"Astoria","1956_3"
1956,4,0.014,"Astoria","1956_4"
1956,5,0.096,"Astoria","1956_5"
1956,6,0.172,"Astoria","1956_6"
1956,7,0.031,"Astoria","1956_7"
1956,8,-0.042,"Astoria","1956_8"
1956,9,-0.041,"Astoria","1956_9"
1956,10,0.022,"Astoria","1956_10"
1956,11,-0.18,"Astoria","1956_11"
1956,12,-0.131,"Astoria","1956_12"
1957,1,-0.222,"Astoria","1957_1"
1957,2,-0.066,"Astoria","1957_2"
1957,3,0.053,"Astoria","1957_3"
1957,4,-0.029,"Astoria","1957_4"
1957,5,0.16,"Astoria","1957_5"
1957,6,0.069,"Astoria","1957_6"
1957,7,0.012,"Astoria","1957_7"
1957,8,0.022,"Astoria","1957_8"
1957,9,0.029,"Astoria","1957_9"
1957,10,0.046,"Astoria","1957_10"
1957,11,-0.088,"Astoria","1957_11"
1957,12,0.095,"Astoria","1957_12"
1958,1,0.067,"Astoria","1958_1"
1958,2,0.254,"Astoria","1958_2"
1958,3,0.032,"Astoria","1958_3"
1958,4,0.084,"Astoria","1958_4"
1958,5,0.035,"Astoria","1958_5"
1958,6,0.123,"Astoria","1958_6"
1958,7,0,"Astoria","1958_7"
1958,8,-0.011,"Astoria","1958_8"
1958,9,-0.007,"Astoria","1958_9"
1958,10,-0.003,"Astoria","1958_10"
1958,11,0.034,"Astoria","1958_11"
1958,12,-0.009,"Astoria","1958_12"
1959,1,0.08,"Astoria","1959_1"
1959,2,0.068,"Astoria","1959_2"
1959,3,-0.062,"Astoria","1959_3"
1959,4,-0.047,"Astoria","1959_4"
1959,5,0.004,"Astoria","1959_5"
1959,6,0.09,"Astoria","1959_6"
1959,7,0.034,"Astoria","1959_7"
1959,8,-0.035,"Astoria","1959_8"
1959,9,0.072,"Astoria","1959_9"
1959,10,0.052,"Astoria","1959_10"
1959,11,-0.085,"Astoria","1959_11"
1959,12,-0.085,"Astoria","1959_12"
1960,1,-0.115,"Astoria","1960_1"
1960,2,-0.013,"Astoria","1960_2"
1960,3,-0.025,"Astoria","1960_3"
1960,4,0.093,"Astoria","1960_4"
1960,5,0.075,"Astoria","1960_5"
1960,6,-0.056,"Astoria","1960_6"
1960,7,-0.046,"Astoria","1960_7"
1960,8,-0.05,"Astoria","1960_8"
1960,9,-0.105,"Astoria","1960_9"
1960,10,-0.045,"Astoria","1960_10"
1960,11,0.028,"Astoria","1960_11"
1960,12,-0.106,"Astoria","1960_12"
1961,1,-0.02,"Astoria","1961_1"
1961,2,0.154,"Astoria","1961_2"
1961,3,0.161,"Astoria","1961_3"
1961,4,-0.081,"Astoria","1961_4"
1961,5,0.044,"Astoria","1961_5"
1961,6,0.112,"Astoria","1961_6"
1961,7,-0.014,"Astoria","1961_7"
1961,8,-0.05,"Astoria","1961_8"
1961,9,-0.08,"Astoria","1961_9"
1961,10,-0.085,"Astoria","1961_10"
1961,11,-0.128,"Astoria","1961_11"
1961,12,-0.075,"Astoria","1961_12"
1962,1,-0.224,"Astoria","1962_1"
1962,2,-0.029,"Astoria","1962_2"
1962,3,-0.059,"Astoria","1962_3"
1962,4,-0.013,"Astoria","1962_4"
1962,5,-0.001,"Astoria","1962_5"
1962,6,-0.043,"Astoria","1962_6"
1962,7,-0.063,"Astoria","1962_7"
1962,8,-0.007,"Astoria","1962_8"
1962,9,0.003,"Astoria","1962_9"
1962,10,0.087,"Astoria","1962_10"
1962,11,0.046,"Astoria","1962_11"
1962,12,-0.054,"Astoria","1962_12"
1963,1,-0.273,"Astoria","1963_1"
1963,2,-0.004,"Astoria","1963_2"
1963,3,-0.074,"Astoria","1963_3"
1963,4,0.112,"Astoria","1963_4"
1963,5,0.021,"Astoria","1963_5"
1963,6,-0.016,"Astoria","1963_6"
1963,7,0.047,"Astoria","1963_7"
1963,8,-0.026,"Astoria","1963_8"
1963,9,0.049,"Astoria","1963_9"
1963,10,0.105,"Astoria","1963_10"
1963,11,0.114,"Astoria","1963_11"
1963,12,-0.102,"Astoria","1963_12"
1964,1,0.126,"Astoria","1964_1"
1964,2,-0.254,"Astoria","1964_2"
1964,3,-0.092,"Astoria","1964_3"
1964,4,-0.196,"Astoria","1964_4"
1964,5,-0.083,"Astoria","1964_5"
1964,6,0.085,"Astoria","1964_6"
1964,7,0.047,"Astoria","1964_7"
1964,8,-0.01,"Astoria","1964_8"
1964,9,-0.064,"Astoria","1964_9"
1964,10,-0.044,"Astoria","1964_10"
1964,11,-0.017,"Astoria","1964_11"
1964,12,0.148,"Astoria","1964_12"
1965,1,0.108,"Astoria","1965_1"
1965,2,0.026,"Astoria","1965_2"
1965,3,-0.077,"Astoria","1965_3"
1965,4,0.03,"Astoria","1965_4"
1965,5,-0.052,"Astoria","1965_5"
1965,6,0.009,"Astoria","1965_6"
1965,7,0.019,"Astoria","1965_7"
1965,8,0.058,"Astoria","1965_8"
1965,9,-0.019,"Astoria","1965_9"
1965,10,-0.002,"Astoria","1965_10"
1965,11,0.102,"Astoria","1965_11"
1965,12,0.038,"Astoria","1965_12"
1966,1,0.1,"Astoria","1966_1"
1966,2,-0.055,"Astoria","1966_2"
1966,3,0.021,"Astoria","1966_3"
1966,4,-0.113,"Astoria","1966_4"
1966,5,-0.135,"Astoria","1966_5"
1966,6,-0.043,"Astoria","1966_6"
1966,7,0.01,"Astoria","1966_7"
1966,8,-0.037,"Astoria","1966_8"
1966,9,-0.037,"Astoria","1966_9"
1966,10,-0.059,"Astoria","1966_10"
1966,11,-0.011,"Astoria","1966_11"
1966,12,0.071,"Astoria","1966_12"
1967,1,0.066,"Astoria","1967_1"
1967,2,-0.089,"Astoria","1967_2"
1967,3,0.021,"Astoria","1967_3"
1967,4,0.008,"Astoria","1967_4"
1967,5,-0.113,"Astoria","1967_5"
1967,6,0.068,"Astoria","1967_6"
1967,7,0.024,"Astoria","1967_7"
1967,8,-0.036,"Astoria","1967_8"
1967,9,-0.009,"Astoria","1967_9"
1967,10,0.035,"Astoria","1967_10"
1967,11,-0.072,"Astoria","1967_11"
1967,12,-0.065,"Astoria","1967_12"
1968,1,-0.034,"Astoria","1968_1"
1968,2,0.03,"Astoria","1968_2"
1968,3,-0.012,"Astoria","1968_3"
1968,4,-0.21,"Astoria","1968_4"
1968,5,-0.091,"Astoria","1968_5"
1968,6,-0.048,"Astoria","1968_6"
1968,7,0.014,"Astoria","1968_7"
1968,8,0.064,"Astoria","1968_8"
1968,9,0.01,"Astoria","1968_9"
1968,10,0.07,"Astoria","1968_10"
1968,11,0.083,"Astoria","1968_11"
1968,12,0.139,"Astoria","1968_12"
1969,1,0.155,"Astoria","1969_1"
1969,2,0.131,"Astoria","1969_2"
1969,3,-0.055,"Astoria","1969_3"
1969,4,0.147,"Astoria","1969_4"
1969,5,0.071,"Astoria","1969_5"
1969,6,0.055,"Astoria","1969_6"
1969,7,-0.031,"Astoria","1969_7"
1969,8,-0.046,"Astoria","1969_8"
1969,9,0.013,"Astoria","1969_9"
1969,10,0.012,"Astoria","1969_10"
1969,11,-0.035,"Astoria","1969_11"
1969,12,0.036,"Astoria","1969_12"
1970,1,0.094,"Astoria","1970_1"
1970,2,0.021,"Astoria","1970_2"
1970,3,-0.082,"Astoria","1970_3"
1970,4,-0.143,"Astoria","1970_4"
1970,5,-0.146,"Astoria","1970_5"
1970,6,-0.07,"Astoria","1970_6"
1970,7,-0.086,"Astoria","1970_7"
1970,8,-0.066,"Astoria","1970_8"
1970,9,-0.082,"Astoria","1970_9"
1970,10,-0.022,"Astoria","1970_10"
1970,11,0.011,"Astoria","1970_11"
1970,12,0.109,"Astoria","1970_12"
1971,1,0.005,"Astoria","1971_1"
1971,2,-0.076,"Astoria","1971_2"
1971,3,0.07,"Astoria","1971_3"
1971,4,0.04,"Astoria","1971_4"
1971,5,0.058,"Astoria","1971_5"
1971,6,0.098,"Astoria","1971_6"
1971,7,0.017,"Astoria","1971_7"
1971,8,0.025,"Astoria","1971_8"
1971,9,0.022,"Astoria","1971_9"
1971,10,-0.065,"Astoria","1971_10"
1971,11,0.005,"Astoria","1971_11"
1971,12,0.072,"Astoria","1971_12"
1972,1,0.036,"Astoria","1972_1"
1972,2,0.067,"Astoria","1972_2"
1972,3,0.181,"Astoria","1972_3"
1972,4,0.116,"Astoria","1972_4"
1972,5,0.049,"Astoria","1972_5"
1972,6,0.116,"Astoria","1972_6"
1972,7,0.066,"Astoria","1972_7"
1972,8,0.04,"Astoria","1972_8"
1972,9,0.034,"Astoria","1972_9"
1972,10,-0.046,"Astoria","1972_10"
1972,11,0.011,"Astoria","1972_11"
1972,12,0.036,"Astoria","1972_12"
1973,1,0.028,"Astoria","1973_1"
1973,2,-0.045,"Astoria","1973_2"
1973,3,-0.032,"Astoria","1973_3"
1973,4,-0.213,"Astoria","1973_4"
1973,5,-0.164,"Astoria","1973_5"
1973,6,-0.152,"Astoria","1973_6"
1973,7,-0.125,"Astoria","1973_7"
1973,8,-0.085,"Astoria","1973_8"
1973,9,-0.057,"Astoria","1973_9"
1973,10,-0.052,"Astoria","1973_10"
1973,11,0.151,"Astoria","1973_11"
1973,12,0.161,"Astoria","1973_12"
1974,1,0.122,"Astoria","1974_1"
1974,2,0.028,"Astoria","1974_2"
1974,3,0.129,"Astoria","1974_3"
1974,4,0.078,"Astoria","1974_4"
1974,5,-0.006,"Astoria","1974_5"
1974,6,0.053,"Astoria","1974_6"
1974,7,0.079,"Astoria","1974_7"
1974,8,-0.033,"Astoria","1974_8"
1974,9,-0.02,"Astoria","1974_9"
1974,10,-0.107,"Astoria","1974_10"
1974,11,0.036,"Astoria","1974_11"
1974,12,-0.039,"Astoria","1974_12"
1975,1,-0.024,"Astoria","1975_1"
1975,2,0.016,"Astoria","1975_2"
1975,3,0.041,"Astoria","1975_3"
1975,4,-0.075,"Astoria","1975_4"
1975,5,-0.075,"Astoria","1975_5"
1975,6,-0.108,"Astoria","1975_6"
1975,7,-0.046,"Astoria","1975_7"
1975,8,-0.069,"Astoria","1975_8"
1975,9,-0.087,"Astoria","1975_9"
1975,10,0.061,"Astoria","1975_10"
1975,11,0.037,"Astoria","1975_11"
1975,12,-0.024,"Astoria","1975_12"
1976,1,-0.033,"Astoria","1976_1"
1976,2,0.022,"Astoria","1976_2"
1976,3,-0.023,"Astoria","1976_3"
1976,4,0.029,"Astoria","1976_4"
1976,5,-0.017,"Astoria","1976_5"
1976,6,-0.066,"Astoria","1976_6"
1976,7,0.037,"Astoria","1976_7"
1976,8,0.074,"Astoria","1976_8"
1976,9,0.063,"Astoria","1976_9"
1976,10,-0.024,"Astoria","1976_10"
1976,11,-0.082,"Astoria","1976_11"
1976,12,-0.128,"Astoria","1976_12"
1977,1,-0.177,"Astoria","1977_1"
1977,2,-0.142,"Astoria","1977_2"
1977,3,-0.178,"Astoria","1977_3"
1977,4,-0.255,"Astoria","1977_4"
1977,5,-0.072,"Astoria","1977_5"
1977,6,-0.191,"Astoria","1977_6"
1977,7,-0.167,"Astoria","1977_7"
1977,8,-0.014,"Astoria","1977_8"
1977,9,0.041,"Astoria","1977_9"
1977,10,0.003,"Astoria","1977_10"
1977,11,0.027,"Astoria","1977_11"
1977,12,0.171,"Astoria","1977_12"
1978,1,0.131,"Astoria","1978_1"
1978,2,0.096,"Astoria","1978_2"
1978,3,-0.019,"Astoria","1978_3"
1978,4,0.044,"Astoria","1978_4"
1978,5,-0.075,"Astoria","1978_5"
1978,6,-0.087,"Astoria","1978_6"
1978,7,-0.085,"Astoria","1978_7"
1978,8,-0.026,"Astoria","1978_8"
1978,9,0.072,"Astoria","1978_9"
1978,10,-0.07,"Astoria","1978_10"
1978,11,-0.14,"Astoria","1978_11"
1978,12,-0.183,"Astoria","1978_12"
1979,1,-0.227,"Astoria","1979_1"
1979,2,0.057,"Astoria","1979_2"
1979,3,-0.034,"Astoria","1979_3"
1979,4,-0.041,"Astoria","1979_4"
1979,5,-0.084,"Astoria","1979_5"
1979,6,-0.224,"Astoria","1979_6"
1979,7,-0.072,"Astoria","1979_7"
1979,8,-0.062,"Astoria","1979_8"
1979,9,0.011,"Astoria","1979_9"
1979,10,0.037,"Astoria","1979_10"
1979,11,-0.061,"Astoria","1979_11"
1979,12,0.031,"Astoria","1979_12"
1980,1,0.013,"Astoria","1980_1"
1980,2,0.029,"Astoria","1980_2"
1980,3,-0.038,"Astoria","1980_3"
1980,4,-0.032,"Astoria","1980_4"
1980,5,-0.078,"Astoria","1980_5"
1980,6,-0.04,"Astoria","1980_6"
1980,7,-0.096,"Astoria","1980_7"
1980,8,-0.062,"Astoria","1980_8"
1980,9,-0.026,"Astoria","1980_9"
1980,10,-0.076,"Astoria","1980_10"
1980,11,-0.04,"Astoria","1980_11"
1980,12,0.02,"Astoria","1980_12"
1981,1,-0.005,"Astoria","1981_1"
1981,2,0.005,"Astoria","1981_2"
1981,3,-0.039,"Astoria","1981_3"
1981,4,-0.048,"Astoria","1981_4"
1981,5,-0.043,"Astoria","1981_5"
1981,6,0.012,"Astoria","1981_6"
1981,7,-0.06,"Astoria","1981_7"
1981,8,-0.014,"Astoria","1981_8"
1981,9,-0.006,"Astoria","1981_9"
1981,10,0.047,"Astoria","1981_10"
1981,11,0.074,"Astoria","1981_11"
1981,12,0.114,"Astoria","1981_12"
1982,1,0.01,"Astoria","1982_1"
1982,2,0.066,"Astoria","1982_2"
1982,3,0.176,"Astoria","1982_3"
1982,4,0.115,"Astoria","1982_4"
1982,5,-0.08,"Astoria","1982_5"
1982,6,0.015,"Astoria","1982_6"
1982,7,0.035,"Astoria","1982_7"
1982,8,0.023,"Astoria","1982_8"
1982,9,0.064,"Astoria","1982_9"
1982,10,0.108,"Astoria","1982_10"
1982,11,0.15,"Astoria","1982_11"
1982,12,0.157,"Astoria","1982_12"
1983,1,0.251,"Astoria","1983_1"
1983,2,0.301,"Astoria","1983_2"
1983,3,0.322,"Astoria","1983_3"
1983,4,0.1,"Astoria","1983_4"
1983,5,0.051,"Astoria","1983_5"
1983,6,0.03,"Astoria","1983_6"
1983,7,0.114,"Astoria","1983_7"
1983,8,0.103,"Astoria","1983_8"
1983,9,0.064,"Astoria","1983_9"
1983,10,0.008,"Astoria","1983_10"
1983,11,0.199,"Astoria","1983_11"
1983,12,-0.041,"Astoria","1983_12"
1984,1,-0.13,"Astoria","1984_1"
1984,2,0.035,"Astoria","1984_2"
1984,3,0.063,"Astoria","1984_3"
1984,4,0.048,"Astoria","1984_4"
1984,5,0.048,"Astoria","1984_5"
1984,6,0.002,"Astoria","1984_6"
1984,7,-0.045,"Astoria","1984_7"
1984,8,0.018,"Astoria","1984_8"
1984,9,0.052,"Astoria","1984_9"
1984,10,0.068,"Astoria","1984_10"
1984,11,0.217,"Astoria","1984_11"
1984,12,-0.048,"Astoria","1984_12"
1985,1,-0.162,"Astoria","1985_1"
1985,2,-0.153,"Astoria","1985_2"
1985,3,-0.104,"Astoria","1985_3"
1985,4,-0.037,"Astoria","1985_4"
1985,5,-0.086,"Astoria","1985_5"
1985,6,-0.11,"Astoria","1985_6"
1985,7,-0.096,"Astoria","1985_7"
1985,8,-0.061,"Astoria","1985_8"
1985,9,0.018,"Astoria","1985_9"
1985,10,-0.002,"Astoria","1985_10"
1985,11,-0.087,"Astoria","1985_11"
1985,12,-0.179,"Astoria","1985_12"
1986,1,0.018,"Astoria","1986_1"
1986,2,0.103,"Astoria","1986_2"
1986,3,0.107,"Astoria","1986_3"
1986,4,-0.043,"Astoria","1986_4"
1986,5,-0.028,"Astoria","1986_5"
1986,6,-0.064,"Astoria","1986_6"
