"year","site","ssh","st_dev"
1988,"LosAngeles",-0.0546666666666667,0.0381881307912987
1988,"Monterey",-0.0193333333333333,0.0453468117218105
1988,"NeahBay",0.0266666666666667,0.0525483903971695
1988,"NewportBeach",-0.0463333333333333,0.0351330803279948
1988,"NorthSpit",-0.0203333333333333,0.00611010092660779
1988,"PointReyes",-0.0326666666666667,0.0395010548382361
1988,"PortAngeles",0.00633333333333333,0.0249064917909635
1988,"PortChicago",-0.0766666666666667,0.0251064400768674
1988,"PortOrford",-0.0153333333333333,0.0305505046330389
1988,"PortSanLuis",-0.00866666666666667,0.0474376784142451
1988,"PortTownsend",0.00666666666666667,0.0225018517756502
1988,"RinconIsland",-0.0296666666666667,0.0460687891455086
1988,"SanDiego",-0.0333333333333333,0.0388115103201786
1988,"SanFrancisco",-0.0493333333333333,0.0654318984390132
1988,"SantaMonica",-0.0393333333333333,0.0581922102461604
1988,"Seattle",0.004,0.00953939201416946
1988,"SouthBeachOR",0.00533333333333333,0.0300222139978605
1988,"TokePoint",0.0223333333333333,0.0450814078455114
1989,"Alameda",-0.0133333333333333,0.00723417813807023
1989,"Astoria",-0.0543333333333333,0.0467368519835615
1989,"Charleston",-0.0183333333333333,0.0305341339050796
1989,"CherryPoint",0.007,0.0101488915650922
1989,"CrescentCity",0.0196666666666667,0.0280416357107308
1989,"FridayHarbor",-0.00566666666666667,0.00503322295684717
1989,"LaJolla",0.0136666666666667,0.0134288247189891
1989,"LosAngeles",-0.038,0.007
1989,"Monterey",0.012,0.00346410161513775
1989,"NeahBay",0.00633333333333333,0.00493288286231625
1989,"NewportBeach",-0.025,0.0115325625946708
1989,"NorthSpit",0.00733333333333333,0.0180369990112916
1989,"PointReyes",-0.00166666666666667,0.0213853532431273
1989,"PortAngeles",-0.00266666666666667,0.00416333199893227
1989,"PortChicago",-0.0256666666666667,0.00907377172587747
1989,"PortOrford",-0.019,0.011
1989,"PortSanLuis",-0.00366666666666667,0.0100664459136943
1989,"PortTownsend",0.002,0.002
1989,"RinconIsland",-0.0153333333333333,0.0115902257671425
1989,"SanDiego",-0.0193333333333333,0.0111504857891185
1989,"SanFrancisco",-0.017,0.0115325625946708
1989,"SantaMonica",-0.00666666666666667,0.0419324854180304
1989,"Seattle",-0.001,0.00721110255092798
1989,"SouthBeachOR",-0.00566666666666667,0.0087368949480541
1989,"TokePoint",-0.00966666666666667,0.014047538337137
1990,"Alameda",-0.0296666666666667,0.0204042479237372
1990,"Astoria",-0.023,0.0521152568831815
1990,"Charleston",-0.0123333333333333,0.017156145643277
1990,"CherryPoint",0.011,0.0410365690573664
1990,"CrescentCity",0.0246666666666667,0.0135769412362775
1990,"FridayHarbor",-0.00533333333333333,0.0306648550189518
1990,"LaJolla",0.038,0.0235796522451032
1990,"LosAngeles",-0.0126666666666667,0.0287112057101985
1990,"Monterey",0.0123333333333333,0.0326241219549789
1990,"NeahBay",0.00933333333333334,0.0673374586195034
1990,"NewportBeach",0.000666666666666666,0.0226789182575654
1990,"NorthSpit",-0.002,0.0164620776331543
1990,"PointReyes",0.00266666666666667,0.0280237994093116
1990,"PortAngeles",-0.00366666666666667,0.0495614097189873
1990,"PortChicago",-0.054,0.0187349939951952
1990,"PortOrford",-0.0356666666666667,0.0327159492195066
1990,"PortSanLuis",-0.0126666666666667,0.0326241219549789
1990,"PortTownsend",0.00233333333333333,0.0483356321292412
1990,"RinconIsland",-0.0236666666666667,0.0351615320106126
1990,"SanDiego",0.0116666666666667,0.0264070697604511
1990,"SanFrancisco",0.000666666666666667,0.0220302821891444
1990,"SantaMonica",-0.0606666666666667,0.0666658333281249
1990,"Seattle",-0.000666666666666666,0.0309892454463372
1990,"SouthBeachOR",-0.00466666666666667,0.0301053705064949
1990,"TokePoint",0.00233333333333333,0.0581578312296232
1991,"Alameda",-0.0686666666666667,0.0284312035153866
1991,"ArenaCove",-0.0636666666666667,0.0259293913027925
1991,"Astoria",-0.0493333333333333,0.0546290520998977
1991,"Charleston",-0.071,NA
1991,"CherryPoint",-0.00633333333333333,0.00152752523165195
1991,"CrescentCity",-0.0456666666666667,0.0105987420637231
1991,"FridayHarbor",-0.0366666666666667,0.0102632028788938
1991,"LaJolla",-0.0116666666666667,0.0169213868619961
1991,"LosAngeles",-0.0433333333333333,0.0118462370959446
1991,"Monterey",-0.0443333333333333,0.0217332310836041
1991,"NeahBay",-0.039,0.0127671453348037
1991,"NewportBeach",-0.0396666666666667,0.0110151410945722
1991,"NorthSpit",-0.0616666666666667,0.0110151410945722
1991,"PointReyes",-0.0433333333333333,0.0285715476187996
1991,"PortAngeles",-0.0593333333333333,0.0270061721340388
1991,"PortChicago",-0.0946666666666667,0.0414769012021551
1991,"PortOrford",-0.0566666666666667,0.0120554275466834
1991,"PortSanLuis",-0.053,0.0165227116418583
1991,"PortTownsend",-0.0376666666666667,0.00929157324317757
1991,"SanDiego",-0.0253333333333333,0.0135030860670194
1991,"SanFrancisco",-0.0776666666666667,0.043890014050275
1991,"SantaBarbara",-0.0316666666666667,0.00907377172587747
1991,"SantaMonica",-0.0786666666666667,0.0263122278291545
1991,"Seattle",-0.0366666666666667,0.0152752523165195
1991,"SouthBeachOR",-0.0683333333333333,0.0130511813003013
1991,"TokePoint",-0.038,0.0335111921602321
1992,"Alameda",0.0443333333333333,0.0221434715736565
1992,"ArenaCove",0.0656666666666667,0.0125830573921179
1992,"Astoria",-0.0366666666666667,0.0725281554524402
1992,"Charleston",0.059,0.019672315572906
1992,"CherryPoint",0.0746666666666667,0.0636893502348182
1992,"CrescentCity",0.097,0.0372692903071685
1992,"FridayHarbor",0.0486666666666667,0.0514036315189242
1992,"LaJolla",0.051,0.0472863616701476
1992,"LosAngeles",0.035,0.0546717477313466
1992,"Monterey",0.08,0.027712812921102
1992,"NeahBay",0.048,0.066007575322837
1992,"NewportBeach",0.035,0.0453982378512647
1992,"NorthSpit",0.0666666666666667,0.0229419557434264
1992,"PointReyes",0.0803333333333333,0.0207444771766688
1992,"PortAngeles",0.027,0.0657951365983839
1992,"PortChicago",0.0243333333333333,0.00850490054811538
1992,"PortOrford",0.0686666666666667,0.0446579593503032
1992,"PortSanLuis",0.0453333333333333,0.0406489032242364
1992,"PortTownsend",0.049,0.0485386443980464
1992,"SanDiego",0.0436666666666667,0.0461988455844227
1992,"SanFrancisco",0.0536666666666667,0.0161967074843418
1992,"SantaBarbara",0.0396666666666667,0.0551935986626469
1992,"SantaMonica",0.0916666666666667,0.122230656274657
1992,"Seattle",0.0396666666666667,0.0575007246331151
1992,"SouthBeachOR",0.0363333333333333,0.0618573628061634
1992,"TokePoint",0.0233333333333333,0.0769566977808516
1993,"Alameda",0.0326666666666667,0.0273007936392577
1993,"ArenaCove",0.0473333333333333,0.0474376784142451
1993,"Astoria",0.09,0.0715471872263334
1993,"Charleston",0.123,0.0400374824383352
1993,"CherryPoint",0.0993333333333333,0.0306648550189518
1993,"CrescentCity",0.106333333333333,0.051520222566807
1993,"FridayHarbor",0.0883333333333333,0.0275015151097777
1993,"LaJolla",0.0426666666666667,0.0126622799421484
1993,"LosAngeles",0.0433333333333333,0.0136137185711081
1993,"Monterey",0.0216666666666667,0.0351615320106126
1993,"NeahBay",0.138,0.0340734500748016
1993,"NewportBeach",0.044,0.0177763888346312
1993,"NorthSpit",0.079,0.0488671668914825
1993,"PointReyes",0.0223333333333333,0.047500877184883
1993,"PortAngeles",0.146666666666667,0.0231156512634477
1993,"PortChicago",0.0376666666666667,0.0261597655443112
1993,"PortOrford",0.106333333333333,0.0463716867639439
1993,"PortSanLuis",0.0196666666666667,0.0317700068198503
1993,"PortTownsend",0.108,0.0252388589282479
1993,"SanDiego",0.0386666666666667,0.015502687938978
1993,"SanFrancisco",0.0413333333333333,0.0266895734947813
1993,"SantaBarbara",0.0283333333333333,0.00929157324317757
1993,"SantaMonica",-0.000333333333333334,0.0215715862498179
1993,"Seattle",0.088,0.028
1993,"SouthBeachOR",0.138333333333333,0.0425480120961407
1993,"TokePoint",0.176666666666667,0.0556447062471654
1994,"Alameda",-0.0606666666666667,0.0156311654502578
1994,"ArenaCove",-0.039,0.010816653826392
1994,"Astoria",-0.0656666666666667,0.00642910050732863
1994,"Charleston",-0.00333333333333333,0.0180369990112916
1994,"CherryPoint",-0.008,0.006557438524302
1994,"CrescentCity",-0.001,0.019672315572906
1994,"FridayHarbor",-0.0163333333333333,0.00971253485622231
1994,"LaJolla",-0.042,0.00754983443527075
1994,"LosAngeles",-0.004,0.0236431808350738
1994,"Monterey",-0.03,0.0105830052442584
1994,"NeahBay",-0.000666666666666667,0.0225018517756502
1994,"NorthSpit",-0.0183333333333333,0.01955334583475
1994,"PointReyes",-0.033,0.0147309198626562
1994,"PortAngeles",0.000666666666666667,0.0142945210949277
1994,"PortChicago",-0.0633333333333333,0.0143643076176102
1994,"PortOrford",-0.0786666666666667,0.0342685472895093
1994,"PortSanLuis",-0.0213333333333333,0.0102143689640297
1994,"PortTownsend",-0.0156666666666667,0.0136137185711081
1994,"SanDiego",-0.0183333333333333,0.0260256283945908
1994,"SanFrancisco",-0.0376666666666667,0.0045092497528229
1994,"SantaBarbara",-0.0153333333333333,0.0187171935218219
1994,"SantaMonica",-0.0326666666666667,0.0317227573412737
1994,"Seattle",-0.024,0.00964365076099296
1994,"SouthBeachOR",-0.004,0.0174355957741627
1994,"TokePoint",0.024,0.02
1995,"Alameda",0.0443333333333333,0.0208406653764541
1995,"ArenaCove",-0.0186666666666667,0.0243789526709687
1995,"Astoria",-0.0343333333333333,0.0104083299973307
1995,"Charleston",0.0216666666666667,0.00929157324317757
1995,"CherryPoint",-0.0163333333333333,0.00416333199893227
1995,"CrescentCity",0.0223333333333333,0.00838649708360608
1995,"FridayHarbor",-0.011,0.004
1995,"LaJolla",-0.0286666666666667,0.0145028732785381
1995,"LosAngeles",-0.027,0.0147986485869487
1995,"Monterey",-0.0226666666666667,0.0105039675043925
1995,"NeahBay",-0.0133333333333333,0.00577350269189626
1995,"NorthSpit",0.00633333333333333,0.0145716619962629
1995,"PointReyes",-0.00766666666666667,0.0249064917909635
1995,"PortAngeles",-0.0213333333333333,0.00305505046330389
1995,"PortChicago",0.0743333333333333,0.0420158700175699
1995,"PortOrford",-0.0613333333333333,0.0747952761431719
1995,"PortSanLuis",-0.0346666666666667,0.0109696551146029
1995,"PortTownsend",-0.0106666666666667,0.00416333199893227
1995,"SanDiego",-0.0273333333333333,0.0141891977691952
1995,"SanFrancisco",0.017,0.0166433169770932
1995,"SantaBarbara",-0.0256666666666667,0.017925772879665
1995,"SantaMonica",-0.0223333333333333,0.0115470053837925
1995,"Seattle",0.00233333333333333,0.00585946527708231
1995,"SouthBeachOR",0.00466666666666667,0.00251661147842358
1995,"TokePoint",0.015,0.013
1996,"Alameda",-0.0116666666666667,0.0211974841274462
1996,"ArenaCove",-0.0166666666666667,0.0255799400572662
1996,"Astoria",0.0426666666666667,0.100803439094772
1996,"Charleston",0.0126666666666667,0.0708119575589697
1996,"CherryPoint",-0.00266666666666667,0.0660631011483213
1996,"CrescentCity",0.000666666666666667,0.0493389636426763
1996,"FridayHarbor",0.003,0.0690217357069496
1996,"LaJolla",-0.00633333333333333,0.0213853532431273
1996,"LosAngeles",-0.0156666666666667,0.0188237438713273
1996,"Monterey",-0.028,0.0175214154679352
1996,"NeahBay",0.0156666666666667,0.10452910280555
1996,"NorthSpit",-0.0123333333333333,0.039677869566464
1996,"PointReyes",-0.0246666666666667,0.0213853532431273
1996,"PortAngeles",0.0153333333333333,0.0812055006347066
1996,"PortChicago",-0.0123333333333333,0.0268390263112009
1996,"PortOrford",-0.0263333333333333,0.0636107957294462
1996,"PortSanLuis",-0.0326666666666667,0.0166533279957291
1996,"PortTownsend",0.019,0.0763151361133556
1996,"SanDiego",-0.0163333333333333,0.0244199372098565
1996,"SanFrancisco",-0.0216666666666667,0.0202072594216369
1996,"SantaBarbara",-0.014,0.019157244060668
1996,"SantaMonica",-0.00333333333333333,0.0221434715736565
1996,"Seattle",0.0106666666666667,0.0684129617348448
1996,"SouthBeachOR",0.00966666666666667,0.0825186847528082
1996,"TokePoint",0.0393333333333333,0.120703493459524
1997,"Alameda",0.009,0.057
1997,"ArenaCove",0.012,0.0555697759577992
1997,"Astoria",0.133,0.0744781847254617
1997,"Charleston",0.0466666666666667,0.0707413127764345
1997,"CherryPoint",0.052,0.071714712576988
1997,"CrescentCity",0.0146666666666667,0.0758573222130424
1997,"FridayHarbor",0.0373333333333333,0.0643454220075782
1997,"LaJolla",0.0676666666666667,0.0469183688264344
1997,"LosAngeles",0.0526666666666667,0.0422532050066422
1997,"Monterey",0.00666666666666667,0.0495614097189873
1997,"NeahBay",0.0743333333333333,0.0735005668912379
1997,"NorthSpit",0.0256666666666667,0.0741440040281973
1997,"PointReyes",0.000666666666666665,0.056888780381841
1997,"PortAngeles",0.0583333333333333,0.0702305726399361
1997,"PortChicago",-0.029,0.0615386057690617
1997,"PortOrford",0.0506666666666667,0.082476259210353
1997,"PortSanLuis",0.022,0.0494873721266345
1997,"PortTownsend",0.0526666666666667,0.065363088462322
1997,"SanDiego",0.0463333333333333,0.0451700490738424
1997,"SanFrancisco",-0.0103333333333333,0.0611010092660779
1997,"SantaBarbara",0.0353333333333333,0.0418608807042247
1997,"SantaMonica",0.054,0.0485077313425396
1997,"Seattle",0.04,0.0572974694031071
1997,"SouthBeachOR",0.0576666666666667,0.0717658228778388
1997,"TokePoint",0.093,0.0872295821381714
1998,"Alameda",0.087,0.005
1998,"ArenaCove",0.0386666666666667,0.0150443787951957
1998,"Astoria",0.008,0.0554887375960203
1998,"Charleston",0.0436666666666667,0.0359212100761282
1998,"CherryPoint",0.0343333333333333,0.0340049016074644
1998,"CrescentCity",0.052,0.0211660104885167
1998,"FridayHarbor",0.0203333333333333,0.0277548794508882
1998,"LaJolla",0,0.00529150262212918
1998,"LosAngeles",-0.00666666666666667,0.00709459888459759
1998,"Monterey",0.028,0.0062449979983984
1998,"NeahBay",0.009,0.0355949434611154
1998,"NorthSpit",0.0653333333333333,0.0225018517756502
1998,"PointReyes",0.04,0.00888819441731559
1998,"PortAngeles",0.0236666666666667,0.0359212100761282
1998,"PortChicago",0.110666666666667,0.0110151410945722
1998,"PortOrford",0.0463333333333333,0.0388887301584062
1998,"PortSanLuis",-0.000666666666666667,0.00611010092660779
1998,"PortTownsend",0.024,0.0356791255498225
1998,"RedwoodCity",0.0643333333333333,0.00321455025366432
1998,"SanDiego",-0.0126666666666667,0.00907377172587747
1998,"SanFrancisco",0.0653333333333333,0.00585946527708231
1998,"SantaMonica",-0.005,0.00529150262212918
1998,"Seattle",0.0256666666666667,0.0266333124739176
1998,"SouthBeachOR",0.0326666666666667,0.0400666112035113
1998,"TokePoint",0.036,0.0425675933075855
1999,"Alameda",-0.0453333333333333,0.00850490054811538
1999,"ArenaCove",-0.0586666666666667,0.0177857620959388
1999,"Astoria",-0.05,0.0278388218141501
1999,"Charleston",-0.0596666666666667,0.0396274315762873
1999,"CherryPoint",-0.0416666666666667,0.0325320354932386
1999,"CrescentCity",-0.0633333333333333,0.0195021366350801
1999,"FridayHarbor",-0.0516666666666667,0.0270061721340388
1999,"LaJolla",-0.00833333333333333,0.0181750745069541
1999,"LosAngeles",-0.0153333333333333,0.0135030860670194
1999,"Monterey",-0.0453333333333333,0.0116761865920913
1999,"NeahBay",-0.0686666666666667,0.0465008960487143
1999,"NorthSpit",-0.0693333333333333,0.0161658075373095
1999,"PointReyes",-0.0556666666666667,0.0150111069989303
1999,"PortAngeles",-0.0423333333333333,0.0346458270695525
1999,"PortChicago",-0.0386666666666667,0.00702376916856849
1999,"PortOrford",-0.0676666666666667,0.036909799963334
1999,"PortSanLuis",-0.0353333333333333,0.00493288286231625
1999,"PortTownsend",-0.0543333333333333,0.0335310801098523
1999,"RedwoodCity",-0.0493333333333333,0.0132035348802256
1999,"SanDiego",-0.0206666666666667,0.0119303534454489
1999,"SanFrancisco",-0.0466666666666667,0.0128970280814354
1999,"SantaMonica",-0.0143333333333333,0.0182300118851671
1999,"Seattle",-0.0436666666666667,0.0280416357107308
1999,"SouthBeachOR",-0.0576666666666667,0.0410406302745625
1999,"TokePoint",-0.056,0.057662812973354
2000,"Alameda",-0.0133333333333333,0.0263881286440197
2000,"ArenaCove",-0.00466666666666667,0.0326241219549789
2000,"Astoria",-0.0276666666666667,0.0447697814751572
2000,"Charleston",0.00533333333333333,0.0221885856541902
2000,"CherryPoint",-0.00466666666666667,0.0268390263112009
2000,"CrescentCity",0.0146666666666667,0.0195021366350801
2000,"FridayHarbor",-0.018,0.0315753068076939
2000,"LaJolla",0.00466666666666667,0.0275015151097777
2000,"LosAngeles",-0.013,0.0321869538788622
2000,"Monterey",-0.013,0.0303150127824482
2000,"NeahBay",-0.00233333333333333,0.0610027321792502
2000,"NorthSpit",0.0156666666666667,0.0193993127026019
2000,"PointReyes",-0.011,0.0331511689085016
2000,"PortAngeles",-0.014,0.0491222963632605
2000,"PortChicago",-0.0173333333333333,0.029022979401387
2000,"PortSanLuis",-0.022,0.0346987031457949
2000,"PortTownsend",-0.013,0.0399499687108764
2000,"RedwoodCity",-0.015,0.0219317121994613
2000,"SanDiego",-0.0273333333333333,0.0330201958403237
2000,"SanFrancisco",-0.0226666666666667,0.0265015722804013
2000,"SantaMonica",-0.0153333333333333,0.0292631736715848
2000,"Seattle",-0.007,0.0295465734053883
2000,"SouthBeachOR",0.0106666666666667,0.0336501609703926
2000,"TokePoint",0.0156666666666667,0.0591805148113239
2001,"Alameda",-0.0473333333333333,0.0411015003781289
2001,"ArenaCove",-0.0413333333333333,0.0338575447032612
2001,"Astoria",-0.151666666666667,0.0333216646242851
2001,"Charleston",-0.06,0.006557438524302
2001,"CherryPoint",-0.065,0.00346410161513776
2001,"CrescentCity",-0.0586666666666667,0.0215019378971602
2001,"FridayHarbor",-0.071,0.000999999999999994
2001,"LaJolla",-0.0116666666666667,0.0413561764834871
2001,"LosAngeles",-0.007,0.041146081222882
2001,"Monterey",-0.0243333333333333,0.0385010822358714
2001,"NeahBay",-0.063,0.001
2001,"NorthSpit",-0.0463333333333333,0.0237135685491099
2001,"PointReyes",-0.036,0.0430348695827
2001,"PortAngeles",-0.0623333333333333,0.00611010092660779
2001,"PortChicago",-0.064,0.0341760149812701
2001,"PortSanLuis",-0.0116666666666667,0.0461771949487334
2001,"PortTownsend",-0.0516666666666667,0.00642910050732863
2001,"RedwoodCity",-0.052,0.039344631145812
2001,"SanDiego",-0.0306666666666667,0.0436157463920238
2001,"SanFrancisco",-0.046,0.0389743505398102
2001,"SantaMonica",-0.025,0.0381575680566778
2001,"Seattle",-0.065,0.00754983443527075
2001,"SouthBeachOR",-0.0686666666666667,0.0089628864398325
2001,"TokePoint",-0.04,0.0103923048454133
2002,"Alameda",-0.0596666666666667,0.011060440015358
2002,"ArenaCove",-0.0576666666666667,0.0239652526240249
2002,"Astoria",-0.0786666666666667,0.0361432335760559
2002,"Charleston",-0.075,0.0157162336455017
2002,"CherryPoint",-0.0543333333333333,0.0187171935218219
2002,"CrescentCity",-0.0616666666666667,0.0149777612924406
2002,"FridayHarbor",-0.0653333333333333,0.0159478316185409
2002,"LaJolla",-0.0446666666666667,0.014742229591664
2002,"LosAngeles",-0.0406666666666667,0.015502687938978
2002,"Monterey",-0.0433333333333333,0.0115036226178249
2002,"NeahBay",-0.0796666666666667,0.0205507501890645
2002,"NorthSpit",-0.0586666666666667,0.0137961347243833
2002,"PointReyes",-0.038,0.0160934769394311
2002,"PortAngeles",-0.0796666666666667,0.0219393102292058
2002,"PortChicago",-0.0676666666666667,0.00907377172587747
2002,"PortOrford",-0.073,NA
2002,"PortSanLuis",-0.0476666666666667,0.0158850034099251
2002,"PortTownsend",-0.0586666666666667,0.0181475434517549
2002,"RedwoodCity",-0.0646666666666667,0.0137961347243833
2002,"SanDiego",-0.058,0.0105356537528527
2002,"SanFrancisco",-0.059,0.0117898261225516
2002,"SantaMonica",-0.0523333333333333,0.0136137185711081
2002,"Seattle",-0.0546666666666667,0.015502687938978
2002,"SouthBeachOR",-0.087,0.0238117617995813
2002,"TokePoint",-0.0603333333333333,0.0360185137579736
2003,"Alameda",-0.00933333333333333,0.00763762615825973
2003,"ArenaCove",-0.00533333333333333,0.0368284310463171
2003,"Astoria",-0.019,0.11056672193748
2003,"Charleston",0.032,0.0771492060879436
2003,"CherryPoint",0.0236666666666667,0.0661991943556214
2003,"CrescentCity",0.0316666666666667,0.0751420876295923
2003,"FridayHarbor",0.0123333333333333,0.0711219609778396
2003,"LaJolla",-0.0243333333333333,0.00802080627701064
2003,"LosAngeles",-0.0323333333333333,0.0130511813003013
2003,"Monterey",-0.019,0.0167032930884901
2003,"NeahBay",0.022,0.0965971014057875
2003,"NorthSpit",0.025,0.0606959636219741
2003,"PointReyes",-0.00833333333333333,0.0241729876790879
2003,"PortAngeles",0.00866666666666666,0.0823670646152534
2003,"PortChicago",-0.0176666666666667,0.0106926766215636
2003,"PortOrford",0.0186666666666667,0.0695725041473522
2003,"PortSanLuis",-0.0296666666666667,0.0135030860670194
2003,"PortTownsend",0.0163333333333333,0.0772938117402249
2003,"RedwoodCity",-0.0153333333333333,0.00208166599946613
2003,"SanDiego",-0.041,0.0121243556529821
2003,"SanFrancisco",-0.0216666666666667,0.017156145643277
2003,"SantaMonica",-0.0456666666666667,0.0132035348802256
2003,"Seattle",0.0126666666666667,0.0712904855736958
2003,"SouthBeachOR",0.025,0.0892020179143947
2003,"TokePoint",0.04,0.09786214794291
2004,"Alameda",-0.0203333333333333,0.00838649708360608
2004,"ArenaCove",-0.0113333333333333,0.00862167810425171
2004,"Astoria",-0.055,0.0204205778566621
2004,"Charleston",0.009,0.0195192212959431
2004,"CherryPoint",0.005,0.0246373699895098
2004,"CrescentCity",0.00333333333333333,0.00907377172587747
2004,"FridayHarbor",-0.015,0.0225166604983954
2004,"LaJolla",0.0206666666666667,0.0256969518296107
2004,"LosAngeles",0.00533333333333333,0.0220302821891444
2004,"Monterey",-0.022,0.00871779788708135
2004,"NeahBay",-0.0126666666666667,0.0251462389500564
2004,"NorthSpit",-0.00133333333333333,0.0109696551146029
2004,"PointReyes",-0.0133333333333333,0.00404145188432738
2004,"PortAngeles",-0.0173333333333333,0.0255408170059874
2004,"PortChicago",-0.0153333333333333,0.0105039675043925
2004,"PortOrford",0.00733333333333333,0.0225018517756502
2004,"PortSanLuis",-0.019,0.0115325625946708
2004,"PortTownsend",-0.008,0.0233023603954621
2004,"RedwoodCity",-0.0196666666666667,0.00513160143944688
2004,"SanDiego",0.001,0.0200748598998847
2004,"SanFrancisco",-0.0356666666666667,0.0105987420637231
2004,"SantaMonica",0.00333333333333333,0.0179536440126603
2004,"Seattle",-0.00966666666666667,0.0189032625050104
2004,"SouthBeachOR",0.00866666666666667,0.0251661147842358
2004,"TokePoint",0.0183333333333333,0.0319426569548204
2005,"Alameda",0.0106666666666667,0.0302379452564709
2005,"ArenaCove",0.00633333333333333,0.038527046776691
2005,"Astoria",0.0156666666666667,0.0672111101926856
2005,"Charleston",0.069,0.050586559479767
2005,"CherryPoint",0.074,0.039585350825779
2005,"CrescentCity",0.051,0.0582752091373339
2005,"FridayHarbor",0.0543333333333333,0.0427823951332009
2005,"LaJolla",0.0106666666666667,0.0219393102292058
2005,"LosAngeles",-0.00233333333333333,0.0250066657780147
2005,"Monterey",0.00166666666666667,0.0277368587502863
2005,"NeahBay",0.0776666666666667,0.0585178035586892
2005,"NorthSpit",0.0313333333333333,0.0512867754234299
2005,"PointReyes",0.012,0.0350428309358705
2005,"PortAngeles",0.0613333333333333,0.048542077966784
2005,"PortChicago",0.045,0.0372424488990721
2005,"PortOrford",0.0473333333333333,0.0584322970054518
2005,"PortSanLuis",-0.011,0.0262868788561898
2005,"PortTownsend",0.0603333333333333,0.0450037035513005
2005,"RedwoodCity",0.0176666666666667,0.0320052079095471
2005,"SanDiego",-0.00933333333333333,0.017925772879665
2005,"SanFrancisco",0.000666666666666667,0.0280416357107308
2005,"SantaBarbara",-0.039,0.0353553390593274
2005,"SantaMonica",-0.002,0.0317490157327751
2005,"Seattle",0.0376666666666667,0.0440151489073175
2005,"SouthBeachOR",0.0716666666666667,0.0551754776448137
2005,"TokePoint",0.102666666666667,0.0601026899009798
2006,"Alameda",0.0993333333333333,0.0818189057207033
2006,"ArenaCove",0.057,0.0787146746166177
2006,"Astoria",0.041,0.0844334057112468
2006,"Charleston",0.0513333333333333,0.0690096611593865
2006,"CherryPoint",0.0396666666666667,0.0626444996255324
2006,"CrescentCity",0.0723333333333333,0.0672631647585313
2006,"FridayHarbor",0.0346666666666667,0.0636343722632143
2006,"Garibaldi",0.0433333333333333,0.0518684232778801
2006,"LaJolla",-0.0113333333333333,0.0136503968196288
2006,"LosAngeles",0.00833333333333333,0.0200083315979452
2006,"Monterey",0.035,0.0435775171390018
2006,"NeahBay",0.039,0.0689420046125727
2006,"NorthSpit",0.055,0.066007575322837
2006,"PointReyes",0.069,0.0786320545324869
2006,"PortAngeles",0.03,0.0641170804076418
2006,"PortChicago",0.18,0.121008264180592
2006,"PortOrford",0.0736666666666667,0.0999266397580412
2006,"PortSanLuis",0.019,0.0202237484161567
2006,"PortTownsend",0.038,0.0624259561400544
2006,"RedwoodCity",0.107,0.0790189850605536
2006,"SanDiego",0.009,0.0236431808350738
2006,"SanFrancisco",0.0993333333333333,0.0866737176618918
2006,"SantaBarbara",-0.008,0.019313207915828
2006,"SantaMonica",0.01,0.00916515138991168
2006,"Seattle",0.042,0.0642806347199528
2006,"SouthBeachOR",0.0413333333333333,0.066763263351437
2006,"TokePoint",0.037,0.0713372273080472
2007,"Alameda",-0.066,0.013856406460551
2007,"ArenaCove",-0.052,0.00435889894354067
2007,"Astoria",-0.0826666666666667,0.0508953174008507
2007,"Charleston",-0.0453333333333333,0.0135769412362775
2007,"CherryPoint",-0.0486666666666667,0.0151437555888007
2007,"CrescentCity",-0.0453333333333333,0.00611010092660779
2007,"FridayHarbor",-0.043,0.0202977831301844
2007,"Garibaldi",-0.045,0.0266645832519468
2007,"LaJolla",-0.0403333333333333,0.00493288286231625
2007,"LosAngeles",-0.041,0.00519615242270663
2007,"Monterey",-0.052,0.00953939201416946
2007,"NeahBay",-0.038,0.0322335229225724
2007,"NorthSpit",-0.063,0.0115325625946708
2007,"PointReyes",-0.0536666666666667,0.0106926766215636
2007,"PortAngeles",-0.051,0.0233023603954621
2007,"PortChicago",-0.0566666666666667,0.0233523731841827
2007,"PortOrford",0.0633333333333333,0.0302379452564709
2007,"PortSanLuis",-0.0456666666666667,0.000577350269189626
2007,"PortTownsend",-0.052,0.0196977156035922
2007,"RedwoodCity",-0.0653333333333333,0.00945163125250521
2007,"SanDiego",-0.0393333333333333,0.00680685928555404
2007,"SanFrancisco",-0.0776666666666667,0.0161658075373095
2007,"SantaBarbara",-0.0576666666666667,0.00493288286231625
2007,"SantaMonica",-0.05,0.00888819441731559
2007,"Seattle",-0.04,0.0183575597506858
2007,"SouthBeachOR",-0.06,0.0227156333832011
2007,"TokePoint",-0.0523333333333333,0.0542432791535812
2008,"Alameda",-0.065,0.038314488121336
2008,"ArenaCove",-0.0573333333333333,0.0300388637157489
2008,"Astoria",-0.061,0.0488773976393998
2008,"Charleston",-0.0616666666666667,0.019399312702602
2008,"CherryPoint",-0.0713333333333333,0.0207926268983343
2008,"CrescentCity",-0.0513333333333333,0.0262741951985847
2008,"FridayHarbor",-0.0723333333333333,0.0205264057577875
2008,"Garibaldi",-0.0603333333333333,0.0240277617212535
2008,"LaJolla",-0.0116666666666667,0.0551482849536895
2008,"LosAngeles",0.00233333333333333,0.0417412665516193
2008,"Monterey",-0.0386666666666667,0.028360771028541
